val_loss,epoch,step,train_loss,train_accuracy,train_f1_score,test_loss
0.26426082849502563,0,781,,,,
,0,781,0.44587647914886475,0.8847600221633911,0.8847600221633911,
0.20314562320709229,1,1563,,,,
,1,1563,0.2256575971841812,0.9344199895858765,0.9344199895858765,
0.16269156336784363,2,2345,,,,
,2,2345,0.1713896542787552,0.9503800272941589,0.9503800272941589,
0.15303173661231995,3,2346,,,,
,3,2346,,,,0.15284515917301178
