val_loss,epoch,step,train_loss,train_accuracy,train_f1_score,test_loss
0.2564350664615631,0,781,,,,
,0,781,0.4474104940891266,0.8828799724578857,0.8828799724578857,
0.1963840276002884,1,1563,,,,
,1,1563,0.22725291550159454,0.935259997844696,0.935259997844696,
0.15245147049427032,2,2345,,,,
,2,2345,0.17948327958583832,0.9485599994659424,0.9485599994659424,
0.15245147049427032,3,2346,,,,
,3,2346,,,,0.16683349013328552
